review_content,final_label,DeepSeek,Gemini (flash 2.0 ),ChatGPT
"My phone contact list was stolen without my approval !!! 
My friend whos on my contact list bought a product and i was advertised the same product on the next day! Hows that possible if i never searched for such a product and my friend doesnt have a Facebook account! And I didnt even open my Facebook account or messenger for months!! Facebook is the only social app i have on my phone. 
and this happened many times. even my phone   number was shared without permission with advertisers who called me. 
I fear this app is a spying tool on peoples privacy. 
Do Not Install this App.",2," As a user, I want Facebook to stop accessing and sharing my phone contact list without my consent, so that I can trust the app not to misuse my personal information.","As a Facebook user, I want my phone's contact list to remain private and not be accessed or shared by Facebook without my explicit consent. I do *not* want to be targeted with ads based on my friends' purchases, especially when I haven't even used the app recently, and I certainly don't want my phone number shared with advertisers who then call me.  I want assurance that Facebook is not acting as a spying tool and that my privacy is being respected.","As a user concerned about privacy, I want full control over my data and the ability to prevent Facebook from accessing or sharing my contact list and personal information, so that I can use the platform without fear of unauthorized data sharing or surveillance.
"
It has become increasingly obvious that it is virtually impossible to use the FB app and not have them tracking everything you do even when the app isnt open and youre signed out. There is little doubt in my mind the CIA is directly involved with Zuckerberg and Facebook and it was developed specifically as a tool to track people and collect data.,2,"As a user, I want Facebook to stop tracking my activity when I’m signed out or not using the app, so that I can feel confident my data isn’t being collected without my knowledge.","As a Facebook user concerned about privacy and potential government surveillance, I want clear and verifiable assurances that Facebook is not tracking my activity outside of the app, especially when I'm signed out. I want transparency regarding any potential collaboration with government agencies and a guarantee that my data is not being used for surveillance purposes, so that I can use the platform without feeling my privacy is being compromised.","As a user concerned about privacy, I want the ability to use Facebook without being constantly tracked, even when the app is not open or I'm signed out, so that I can have control over my personal information and avoid feeling like I'm being surveilled.
"
"I dont like that Facebook collects our data and personalizes ads because it makes me look at more things to buy. Can we turn that feature off? I feel like its invasive. Also, there should be a way that we can pin important messages in groupchats on fb messenger.",2,"As a user, I want the ability to turn off personalized ads and pin important messages in group chats, so that I can have more control over my experience and reduce unnecessary distractions.","As a Facebook user, I want more control over data collection and personalized ads, with an option to completely disable this feature, as I find it invasive.  I also want the ability to pin important messages within group chats on Facebook Messenger for easy reference.","1. As a user who values privacy, I want to be able to turn off the feature that collects my data and personalizes ads so that I can browse without feeling pressured to buy things I don't want or need.
2. As a user who frequently communicates in group chats, I want the ability to pin important messages within a conversation on Facebook Messenger, so I can easily refer back to them without scrolling through the entire chat.

"
"Lots of crashes being reported, never got an respond back, and crushes still there. Lot of fake accounts sending spam, and none of them was deleted after reports. Always answer its not harmful. Yes, if someone follow their link and loose money and personal information, its not harmful for Facebook but their standards do not care about you. 
Last one I was banned about Kyle and court ruled that he did nothing wrong. But Facebook thinks different way, court no matter to Facebook representatives, they strike you for 7 days if you support different option than Facebook",1,"As a user, I want Facebook to address app crashes, remove fake accounts, and stop banning users for expressing opinions that align with court rulings, so that I can have a fair and stable experience.","As a Facebook user, I want a stable and reliable app experience without frequent crashes. I also want Facebook to take reports of fake accounts and spam seriously, and to remove those accounts promptly. I expect Facebook to respect legal rulings and not censor or ban users for expressing opinions that differ from the platform's own stance, especially on matters of public record.  I want Facebook to prioritize user safety and well-being over its own agenda.","As a Facebook user, I want the app to stop crashing frequently and have my reported issues addressed promptly, so I can have a stable experience without constant interruptions or feeling ignored.
"
"Facebook used to be about community and sharing. All it is now is a glorified data miner for your data and they are making billions off of you. You give them your soul and they give your soul to others. 

Its become nothing more than mindless tv with advertisements everywhere. All eyes are on you and ears and location and likes and dislikes, etc. 

Facebook needs to be illegal. Its practices are.",2," As a user, I want Facebook to return to its roots of community and sharing, rather than focusing on data mining and advertisements, so that I can enjoy a more meaningful and less commercialized platform.","As a Facebook user, I want the platform to prioritize community and genuine sharing over excessive data collection and targeted advertising. I want transparency and control over my data, and I want assurance that it's not being exploited for profit or shared with third parties without my explicit consent. I believe Facebook's current practices are unethical and potentially illegal, and I want them to be held accountable for their data handling.","As a Facebook user, I want the platform to prioritize my privacy and stop exploiting my data for profit, so I can use the app without feeling like my every move is being watched and sold.
"
My profile was hacked about a month ago. My email and password were changed so I wasnt able to get back into it. I was notified by email that this happened and followed a link to prove my identity. I submitted my personal information to this link and waited for them to confirm. After 48 hours they confirmed my ID and sent me a new password and a link to follow. It did not work. I emailed Facebook security to tell them it wasnt working and have not received a response in a very long time. I have contacted them now 3 times by email. I still have not received a response. I wish there was a phone number I could call to expedite this process. I am extremely dissatisfied with their service. If I could give a rating of zero I would.,2,"As a user, I want Facebook to provide better customer support, including a phone number, so that I can quickly resolve issues like hacked accounts without waiting weeks for a response.","As a Facebook user whose account was hacked, I want a functional account recovery process that allows me to regain access to my profile after verifying my identity. I also want responsive customer support, preferably including phone support, to address and resolve any issues with the recovery process, such as a provided password and link not working, so that I can promptly regain access to my account.  I am extremely dissatisfied with the lack of response to my multiple emails to Facebook security.","As a Facebook user, I want a faster and more efficient process for recovering my account after it is hacked, so that I can regain access to my profile without experiencing delays and frustration. Additionally, I need a clear way to contact customer support directly to resolve issues quickly.
"
"Listen, I know we all know about cookies and how the entire Internet is selling our information for profit all the time, but Facebook is the worst for it. Im pretty sure Facebook is even the CAUSE of it. You have ZERO privacy on facebook, its disgusting. Also racist censorship. Ugly app, ugly human who made the app hes probably a lizard. Do yourself a favor and just get off Facebook.",2,"As a user, I want Facebook to stop selling my data and respect my privacy, so that I can use the app without feeling like my personal information is being exploited.","As a Facebook user concerned about data privacy and censorship, I want Facebook to be transparent about its data collection and usage practices, and to provide users with meaningful control over their information. I also want content moderation policies to be fair and unbiased, avoiding censorship based on political viewpoints or other subjective criteria, so that I can use the platform without feeling exploited or manipulated.","As a Facebook user, I want more control over my privacy settings and better transparency regarding how my data is collected and used, so that I can feel secure and informed about my online presence. Additionally, I want to ensure that Facebook’s content moderation and censorship policies are fair and unbiased.
"
"Facebook has become the network of choice for the Democratic Socialist Party. They push an agenda of misinformation and only allow for just one side of a conversation. That one side is that of the Democratic Socialist Party. If the view is not in their, Facebook, best interest then they, Facebook, will censor those views. Facebook doesnt allow for a fair and equitable distribution of information so its members can make an informed decision on their own. If I couldve given a lower rating than 1 star I would have! So if you wish to have every post censored and even have ALL OF YOUR PRIVATE MESSAGES READ AND CENSORED. Then by all means download this tracking app and have your life made public! If you like being able to separate your public from private life get MeWe and Parlor apps!",1,"As a user, I want Facebook to stop censoring views that don’t align with its agenda, so that I can engage in fair and open discussions without fear of suppression.","As a Facebook user, I want the platform to allow for a diversity of viewpoints and avoid censoring content based on political agendas. I want a fair and equitable distribution of information so I can make my own informed decisions. I also want my private messages to remain private and not be read or censored by Facebook.","As a Facebook user, I want to be able to express my views freely without censorship and ensure that my personal information and private messages are respected, so that I can make informed decisions and enjoy a fair, unbiased platform.
"
Facebook turns people into products. They manipulate algorithms to spoon feed certain ideologies and to suppress others. All while making BILLIONS as they collect and sell every bit of personal information you provide. Youre literally just a human battery in the Matrix when you use Facebook. And free speech on the platform is highly suppressed. Theyre too busy catering to their woke agenda. Dont expect their alleged community standards team to be anything close to reasonable if youre not a full blown anarchy loving communist who hates America. It should be renamed community DOUBLE standards team. Youre better off deleting the app and watching how much better life can be when you dont have a 247 megaphone of actual disinformation doing everything that it can to control your perception of reality. Good luck and God bless. May the awakening continue...,2,"As a user, I want Facebook to stop manipulating algorithms to push specific ideologies, so that I can have a balanced and unbiased experience on the platform.","As a Facebook user, I want the platform to respect free speech and avoid suppressing viewpoints based on political agendas. I want transparency and control over my personal information, and I want assurance that it's not being exploited for profit or used to manipulate my perceptions. I also want content moderation policies to be applied fairly and consistently, without bias towards any particular ideology, so that I can engage in open discourse without feeling manipulated or censored.","As a Facebook user, I want to engage on a platform that respects free speech, maintains neutrality in content delivery, and operates ethically without exploiting personal data, so I can enjoy a fair, transparent, and non-manipulative experience while using the app.
"
"The weak security allowed my account to be hacked. The Facebook folks that dont exist locked down my account and probably will elimininate by the account, just that there is no one to talk to they make no investigation and I end up loosing all my pictures, friends and memories saved there. They should have costumer service for more than d charge money to their customers. 

Not sure it is worth it to even download it",2,"As a user, I want Facebook to improve its security and provide better customer service, so that I don’t lose access to my account and all my memories due to hacking.","As a Facebook user whose account was hacked, I want stronger account security to prevent unauthorized access. I also want accessible customer support, beyond just charging users, to help investigate and resolve account issues, especially when accounts are locked or potentially deleted after being hacked.  I want to be able to recover my pictures, friends, and memories.","As a Facebook user, I want strong security measures in place to protect my account from unauthorized access, and I want access to customer support when issues arise so that I don't lose my personal data, memories, or have to deal with account access problems without help.
"
"I wouldnt want my information been sold and also Facebook doesnt check for fact checkers wether they are capable of judging without a biases. Its like 1 person researching all this information about everything which is too much for one person to handle.
I also think that suppression of information is and has been enforced which in itself is a violation of freedom speech.",1,"As a user, I want Facebook to ensure fact-checkers are unbiased and capable, so that I can trust the information I see on the platform and feel my freedom of speech is respected.","As a Facebook user, I want assurance that my personal information is not being sold without my consent. I also want Facebook to employ credible and unbiased fact-checkers, ensuring that fact-checking processes are thorough and not influenced by individual biases.  Furthermore, I want the platform to respect freedom of speech and avoid suppressing information, as this violates my right to access diverse perspectives.","As a Facebook user, I want my personal information to be kept private and not sold or shared with third parties, and I want Facebook to have fair and unbiased fact-checking practices so that my freedom of speech is respected, and information isn't suppressed without justification.
"
"1. Zero privacy they monitor your camera, microphone, your browser, and all your apps!!! AND sell it!!! Talk about invasion of privacy. 
2. SO many ads every other post from my friends is an ad. I deleted my account. Waste of time.
3. Dating is literally THE WORST, zero filters!!!!! Scrolling through. Every. Single. Scrap. In. A. 100mile. Radius.
Did I say every single one??? No joke. Waste of time.",2,"As a user, I want Facebook to reduce the number of ads and improve the dating feature with better filters, so that I can have a more enjoyable and less cluttered experience.","As a Facebook user, I want complete privacy and assurance that my camera, microphone, browser activity, and other app usage are not being monitored and sold. I also want a less ad-saturated experience, where I see fewer ads and more content from my friends.  Finally, I want the Facebook Dating feature to offer robust filtering options so I can narrow down potential matches based on relevant criteria, rather than being shown every single profile within a large radius.","As a Facebook user, I want my personal privacy to be respected by the platform, the ads I see to be less intrusive, and the dating features to be more effective so I can enjoy a better experience while using Facebook without feeling overwhelmed or exposed.
"
"Not only has face book deleted several accounts Ive made because one of my old accounts got HACKED, it took months for me just to make a new one and I couldnt even put my full name or it would be deleted 24 hours later also now that I do have Facebook again after a couple weeks of having it, it wont let me post or even look at other peoples pictures without saying it cant fetch the data when I know its not WiFi or service it still will not let me post and its been several weeks, also why is Facebook so hard to get ahold of I still cant get a response! So this is my last attempt",2,"As a user, I want Facebook to make it easier to create new accounts and resolve issues like being unable to post or fetch data, so that I don’t have to struggle with technical problems","As a Facebook user who has experienced multiple account deletions (including one due to a hack), difficulty creating new accounts, and ongoing issues with posting and viewing pictures (""can't fetch data"" errors), I want a reliable and stable platform. I also want readily accessible and responsive customer support to address and resolve these persistent account and functionality problems.","As a Facebook user, I want a more seamless account recovery process, the ability to post and view content without technical issues, and better customer support so that I can enjoy using the platform without frustration and feel heard when I encounter problems.
"
You app is really lousy I have been hacked and to no avail they stole all my info and photos cant even sign all they got all my passwords and screen names now I am blocked your help services are really bad too they are no help whatsoever. Please help !!!!!!!!!,2,"As a user, I want Facebook to provide better support for hacked accounts and stolen information, so that I can recover my data and feel secure using the platform.","As a Facebook user whose account was hacked and information stolen, I want readily available and effective support from Facebook to help me recover my account, as well as stronger security measures to prevent future hacks.  I want Facebook's help services to be genuinely helpful in these situations, rather than being ineffective.","As a Facebook user who has been hacked, I want to easily recover my account and regain access to my photos, personal information, and account settings, so that I can securely use the app again without the risk of my data being stolen.
"
Up until yesterday I was always able to edit posts I made on personal pages from my phone on the FB app.  Today cannot. I can only edit posts if I use the desktop version on my cell phone browser or from the computer. Using the FB app I cannot edit anything. In fact when you click those 3 buttons in top right even what you see if different. What the heck Facebook?  I even reported issue.,2,"As a user, I want Facebook to restore the ability to edit posts from the mobile app, so that I can make corrections without switching to the desktop version.","As a Facebook app user, I want to be able to edit my posts on personal pages directly within the app, as I was able to do previously.  I want the app's editing functionality restored and the three-dot menu options to be consistent with the desktop version, so I don't have to switch to a browser or computer to edit my content. I also want Facebook to acknowledge and address reported issues like this one.","As a Facebook user, I want to be able to edit my posts from the mobile app as I could before, so that I can easily make changes to my content without needing to use a desktop or mobile browser.
"
"I was hacked back in April, and lost 10 years of memories and pictures and everything and tried so hard to get back into my account and its impossible to communicate with anybody from Facebook. It pretty much runs itself. Mark is a genius. But now Im trying to reset up accounts and I cant remember the password and when it says try another way its still asks for your password. Now I just want to set up a whole new account but Im debating as to whether or not I should even bother. What a pain in the butt and I could see that from the reviews theres a lot of other people that dont like Facebook either.",2,"As a user, I want Facebook to improve its account recovery process and provide better communication with users, so that I don’t lose years of memories and photos due to hacking.","As a Facebook user who was hacked and lost access to a 10-year-old account, I want readily accessible and responsive support from Facebook to help recover hacked accounts and associated memories.  I also want a functional password recovery system that offers alternative methods beyond simply asking for the old password, and I want to be able to easily create new accounts without unnecessary hurdles.  I am frustrated by the lack of human contact at Facebook and the difficulty of resolving account issues.","As a Facebook user, I want a straightforward and accessible way to recover my hacked account, including recovering lost memories and photos, so that I can regain access to my account or set up a new one without unnecessary frustration.
"
For some time Facebook fact check had been branding various posts as misleading info such as screen shots from CDC website or WHO directly. When pushed to remove or explain why the complaint gets no response and to date fake check still blurts post,2,"As a user, I want Facebook to stop labeling accurate information from trusted sources like the CDC as misleading, so that I can trust the content I see on the platform.","As a Facebook user, I want the platform's fact-checking process to be accurate and transparent. I want fact-checkers to provide clear explanations for labeling content as misleading, especially when the content includes direct quotes or screenshots from reputable sources like the CDC or WHO. I also want a responsive process for disputing fact-checking labels and for having incorrect or unjustified labels removed.","As a Facebook user, I want Facebook’s fact-checking system to provide clear, transparent explanations for flagged content, especially when credible sources such as the CDC or WHO are involved, so that I can understand why posts are labeled as misleading and have a fair opportunity to dispute or clarify them.
"
On a pretty large but still limited data plan and havent hit the cap almost ever. Get a warning that Im close so I check whats going on. I see within the last 25 days FB has used 6G of data. Im thinking the reels feature they just added is preloading videos.,2,"As a user, I want Facebook to optimize its data usage, especially for features like Reels, so that I don’t exceed my data plan limits unexpectedly.","As a Facebook user with a limited data plan, I want the app to be optimized to minimize data usage, especially features like Reels. I want to be able to control or limit preloading of videos so that I don't unexpectedly consume large amounts of data, like the 6GB used in 25 days, which I suspect is due to Reels preloading content.","As a Facebook user on a limited data plan, I want to have control over and visibility into the data usage by the app, especially with new features like Reels, so that I can avoid unexpected data usage and manage my plan effectively.
"
All day it has been saying no internet connection and not posting on my story and not loading my timeline like Facebook has just completely crashed. So I uninstalled the app and reinstalled it and still saying no internet connection but Im on WiFi also tried on my cellular data and I can not log back in. This needs to be fixed ASAP!,1,"As a user, I am frustrated because Facebook has been showing ""no internet connection"" all day, preventing me from posting on my story or loading my timeline. I tried reinstalling the app and switching between WiFi and cellular data, but the issue persists. I need this fixed immediately.","As a Facebook user, I want the app to function reliably and consistently. I want to be able to post to my story and load my timeline without encountering persistent ""no internet connection"" errors, especially when I have a stable internet connection (both WiFi and cellular data).  I also want to be able to log back into the app after uninstalling and reinstalling it, and I want these issues resolved quickly.","As a Facebook user experiencing connectivity issues, I want the app to resolve the ""no internet connection"" error and allow me to log back into my account, so I can use the app properly without disruptions.
"
Facebook please help me login to my Facebook account someone hacked my Facebook account and I really need your help please I have personal information there that is really personal  please can you fix it,2,"As a user, my Facebook account was hacked, and I urgently need help recovering it. I have highly personal information stored there, and I’m desperate for Facebook to assist me in regaining access.","As a Facebook user whose account has been hacked, I urgently need assistance from Facebook to regain access and secure my personal information, which is highly sensitive.  I need a prompt and effective resolution to this issue.","As a Facebook user,
I want to recover my hacked account and regain access to my personal information,
So that I can secure my data and prevent any further unauthorized access.
"
I know it was my fault but I wasnt thinking ! Its so easy for someone to scam you and then try and scam your family and friends ! Facebook doesnt care either unless you buy an oculus ! I cant get back into my Facebook and my friends are saying this person that took over my Facebook is begging for money. Facebook is horrible ! They collect your data and dont care about you .,2,"As a user, I feel betrayed because my account was hacked, and the hacker scammed my friends for money. Facebook’s lack of support unless I purchase an Oculus is unacceptable. I can’t regain access, and my reputation is being damaged.","As a Facebook user who was scammed and lost access to their account, I want Facebook to have stronger security measures to prevent scams and account takeovers. I also want a more responsive and helpful support system to regain access to my account after such an incident, and I want Facebook to take responsibility for the harm caused by scams originating on their platform, rather than prioritizing users who purchase their products like Oculus.  I am concerned about Facebook's data collection practices and its apparent lack of care for user safety.","As a Facebook user,
I want to easily recover my hacked account and secure my personal data,
So that I can protect myself and my loved ones from scams and prevent further misuse of my information.
"
"Facebook deleted an account that was hacked that I owned for 15 years. Multiple attempts to deactivate have left with nothing because there is NOTHING you can do. And since you are not paying for the app they dont care. Everyone who has ever used this app knows that they make money off of you one way or another. But for me, 15 years of memories, 2 biz pages and an IG account hacked and gone no content I ever posted is in any group or community. Its theft of ideas, memories relationships because they choose not to help. Then they blame the lack of customer service in covid. It is sad how intertwined we have become with this format and yet they have no responsibility in what they have created.",1,"As a user, I’m devastated because Facebook deleted my 15-year-old hacked account, along with my business pages and IG account. Years of memories and content are gone, and Facebook’s lack of support during this crisis is appalling.","Generate a user story that summarizes the key features or improvements requested in this review : 


Facebook deleted an account that was hacked that I owned for 15 years. Multiple attempts to deactivate have left with nothing because there is NOTHING you can do. And since you are not paying for the app they dont care. Everyone who has ever used this app knows that they make money off of you one way or another. But for me, 15 years of memories, 2 biz pages and an IG account hacked and gone no content I ever posted is in any group or community. Its theft of ideas, memories relationships because they choose not to help. Then they blame the lack of customer service in covid. It is sad how intertwined we have become with this format and yet they have no responsibility in what they have created.","As a long-time Facebook user,
I want to be able to easily recover my account, including my business pages and memories,
So that I can protect my personal data, preserve my content, and regain access to everything I’ve built over the years."
"This app or better, this company more and more wants to spy on us, last to have access to our documents. Pat in the end to sell them, more and more they want to control their clients according to how they want to protect our information, everything is a lie.",2,"As a user, I’m concerned about Facebook’s increasing invasion of privacy. The app demands access to my documents and personal data, which I believe is being sold to third parties. This is a serious breach of trust.","As a Facebook user, I want assurance that my privacy is being respected and that Facebook is not spying on me or accessing my personal documents. I want transparency regarding data collection practices and I do *not* want my information to be sold to third parties. I am concerned about Facebook's increasing control over user information and its potential for misuse.","As a concerned user,
I want Facebook to stop collecting and selling my personal data without my explicit consent,
So that I can feel secure in using the platform without worrying about privacy violations and data misuse."
Facebook is silencing people and deleting their post. Their loyalty was never to their customers. The privacy is something to be concerned with. As well as if you would like to write and spread awareness about a humanitarian issue think agian before using Facebook. Because theyll delete your posts if the government told them to.,2,"As a user, I’m disappointed that Facebook is silencing voices and deleting posts, especially those raising awareness about humanitarian issues. Their loyalty isn’t to users but to governments and corporations.","As a Facebook user, I want the platform to respect freedom of speech and avoid censoring or deleting posts based on political pressure or government influence, especially regarding humanitarian issues. I also want transparency regarding data privacy practices and assurance that my personal information is not being misused. I want Facebook to prioritize its users over external interests and to foster open and uncensored communication.","As a concerned user,
I want Facebook to respect freedom of expression and allow open discourse without censorship,
So that I can share important information, including humanitarian issues, without fear of having my posts deleted or silenced."
Facebook blocked me from marketing my legal businesses. They have censored free speech. They violate your privacy and sell your data . Some even say it's a CIA operative. Huge data collection facilities in Utah,2,"As a user, I’m blocked from marketing my legal business on Facebook. The platform censors free speech, violates privacy, and sells user data. It feels like a tool for surveillance rather than a social network.","As a business owner, I want to be able to market my legal businesses on Facebook without being blocked. As a user, I want Facebook to respect free speech and avoid censoring content based on political agendas or viewpoints.  I also want my privacy protected and my data kept secure, and I want transparency about how my data is used, especially given concerns about potential government involvement and large data collection facilities.","As a business owner,
I want Facebook to stop blocking my ability to market my legal businesses,
So that I can promote my services and reach my target audience without unnecessary restrictions or censorship.
"
In the last 6 months Facebook business page has become a big hassle. I cant toggle back and forth from my personal page easily.  Every function has become difficult to use. Please make it user friendly again.,2,"As a user, I find Facebook’s business page features increasingly difficult to use. Toggling between my personal and business pages is a hassle, and the platform has become less user-friendly over time.","As a Facebook business page user, I want the platform to restore the previous user-friendly experience, specifically making it easy to toggle between my personal page and business page, and simplifying the overall functionality, which has become difficult to use in the last six months.","As a Facebook business page manager,
I want to easily toggle between my personal and business pages without difficulty,
so that I can efficiently manage my accounts without frustration.
"
"This app is useless and I havent used it in ages, Im scared of posting anything due to censorship, getting my information stolen, and getting banned for being myself. Ive honestly given up on social media because of all the censorship now a days",1,"As a user, I’ve stopped using Facebook due to fear of censorship, data theft, and being banned for expressing myself. The platform no longer feels safe or welcoming.","As a former Facebook user, I want a social media platform that respects freedom of speech and avoids censoring content based on subjective opinions or political agendas. I also want strong privacy protections to ensure my personal information is not stolen or misused. I want to be able to express myself authentically without fear of being banned, so that I can confidently participate in online communities.","As a Facebook user,
I want to feel safe when posting content without fear of censorship, information theft, or account bans,
so that I can freely express myself without concerns about privacy and unnecessary restrictions."
I really wish family was not on this app so I could get rid of it. The fact that my oculus needs a profile to be used is  stupid. The day Valve releases a standalone VR headset Im jumping ship. Start giving a  about your community and our privacy. Try not to be so evil. We are people.,1,"As a user, I wish I could delete Facebook, but my family and Oculus require it. I’m frustrated with the lack of privacy and the app’s intrusive practices. I’m eagerly waiting for an alternative to Oculus.","As a Facebook user, I want the platform to prioritize user privacy and community well-being over potentially exploitative practices. I also want more flexibility in how I use related products, such as Oculus, without requiring a Facebook profile.  Ultimately, I'm seeking a less ""evil"" and more user-centric approach from Facebook.","As a user,
I want the option to use my Oculus without being forced to link it to my Facebook profile,
so that I can maintain my privacy and control over my personal information without feeling forced into using Facebook's ecosystem."
This app is awful but thats besides the point. Your information is being sold to the highest bidder and then used against you. Will never use Facebook again. What they are doing amp getting away with is criminal. Delete your accounts unless you want your private info sold to 3rd partys. Bye yuckaburgh,1,"As a user, I’m disgusted by Facebook’s practice of selling user data to the highest bidder. I’ve decided to delete my account to protect my private information from being exploited.","As a former Facebook user, I want my personal information to remain private and not be sold to third parties. I believe Facebook's data practices are unethical and potentially criminal, and I want them to be held accountable for the misuse of user data.","As a concerned user,
I want Facebook to protect my private information and stop selling it to third parties,
so that I can feel secure using the platform without fear of my data being exploited.
"
Facebook openly and illegally censors posts about human rights violations by the terrorist state which calls itself Israel while simultaneously stealing personal data and information from its users to sell that information at a profit.,2,"As a user, I’m outraged that Facebook censors posts about human rights violations while profiting from selling user data. This is unethical and unacceptable.","As a Facebook user, I want the platform to uphold freedom of speech and avoid censoring posts about human rights violations, regardless of the perpetrator. I also want my personal data and information to be protected and not sold for profit without my explicit consent.  I expect Facebook to operate legally and ethically in its content moderation and data privacy practices.","As a concerned user,
I want Facebook to provide clearer and more transparent content moderation practices, particularly around sensitive political topics,
so that users can freely express themselves without the fear of unjust censorship, while also ensuring that their data remains private and protected."
Freedom is not just an idea. This app was supposed to be our town square. It has become something evil and ugly where the truth is hidden and lies are promoted. Its used to track and advertise and truck people into making decisions based on false information. The world is better without it.,2,"As a user, I’m disillusioned with Facebook. What was once a digital town square has become a platform that promotes lies, hides the truth, and manipulates users for profit. The world would be better without it.","As a former Facebook user, I want social media platforms to be spaces for free and open communication, not tools for manipulation or the promotion of misinformation. I want the truth to be readily accessible and not hidden or suppressed. I also want my privacy protected and my data not used for tracking or targeted advertising, so that I can make informed decisions based on accurate information.","As a concerned user,
I want Facebook to restore its original intent as a platform for open communication and transparency,
so that people can freely share the truth without the manipulation of personal data and misleading information, creating a healthier, more trustworthy online space."
Read all the privacy and agreements hidden ones too and they steal all your info and sell it. The make it extremely difficult for someone to research what they do with your info. They steal info including stores you visit from your location so they can target ads and so much more let alone the political silencing on both sides. Dont recommend getting this toxic app.,2,"As a user, I’m alarmed by Facebook’s hidden privacy agreements. They collect and sell my data, including my location and shopping habits, without clear consent. This is a violation of trust.","As a Facebook user concerned about privacy, I want transparent and easily accessible information about how my data is collected, used, and shared. I do *not* want my location data, browsing history (including stores visited), or other personal information to be collected and sold for targeted advertising. I also want a platform that respects free speech and avoids politically motivated censorship, so that I can use the app without feeling exploited or manipulated.","As a privacy-conscious user,
I want Facebook to be fully transparent about its data collection practices and provide easy access to privacy agreements and policies,
so that I can make informed decisions about how my personal information is used and ensure that my data is not exploited for profit or manipulation.
"
Havent logged on in at least a month. One day the app decided it needed to verify my identity. But when I type in my password it asks me to generate my own code somehow. From what the internet says I need access to the account to use its code generator why it doesnt send a code to my phone to verify is something I dont understand. Greatest thing about Facebook is the complete lack of support. Sell our data all day and night cant even get support for more complex issues it just really shows how much the company DOES NOT CARE.,1,"As a user, I’m locked out of my account because Facebook’s verification process is broken. It asks me to generate a code without providing one, and there’s no support to resolve this issue. The lack of care is infuriating.","As a Facebook user who has been asked to verify their identity after a period of inactivity, I want a straightforward verification process that doesn't require me to already be logged in to generate a code.  I expect Facebook to offer multiple verification methods, such as sending a code to my phone, and I want readily available customer support to help with account access issues, especially since I'm concerned about Facebook's data practices and apparent lack of care for its users.","As a Facebook user,
I want a straightforward and accessible account verification process, including alternative methods like SMS or email verification,
so that I can regain access to my account without being locked out due to inaccessible verification tools.
"
I would be having a conversation about something and minutes later theres an add about it on my news feed. How can this be legal for them to creep on your conversations??? Its so intrusive. Also why am I not allowed to remove my last name on there? What if Im Concerned about my privacy? You have little to no control what you can do on fb. Why does the cover photo have to be made public so your stalkers can see whos liking your photo? I will be deleting this ASAP and sticking with FaceTime if I want to stay in touch with family. And as much as money fb is making off their ads Im surprised that its dang near impossible to get a hold of an actual live person to resolve an issue. In fact its impossible. What a joke.,2,"As a user, I’m disturbed by how Facebook uses my conversations to target ads. It feels invasive, and I have no control over my privacy settings. I’m deleting the app and switching to FaceTime for communication.","As a Facebook user, I want my conversations to remain private and not be used for targeted advertising. I find it extremely intrusive that ads appear related to topics I've discussed verbally. I also want more control over my profile information, including the option to remove my last name for privacy reasons.  I want cover photo likes to be private, rather than public, to protect against stalking.  Finally, I want readily accessible customer support, including the ability to speak with a live person, to resolve any issues I might have.  I am very concerned about privacy violations and the lack of support from Facebook.","As a Facebook user,
I want better privacy controls over my personal information, ad targeting, and profile visibility,
so that I can feel secure using the platform without intrusive tracking or unwanted exposure."
Very frustrating. Facebook used to be a place to stay connected with old friendsdistant family etc. now its just adds and poorly managed accounts. Theres no real way to filter out hateful content or other that you dislike. Messenger is a separate app. Everything requires your personal information so it can track you and try to sell you more garbage. Horrible experience.,2,"As a user, I’m frustrated with Facebook’s shift from connecting people to bombarding users with ads and poorly managed content. The platform no longer serves its original purpose.","As a Facebook user, I want the platform to prioritize connecting with friends and family over excessive advertising. I want effective tools to filter out hateful or unwanted content. I want Messenger integrated into the main app, rather than being a separate application.  I also want to be able to use the platform without constantly being required to provide more personal information, as I'm concerned about tracking and targeted advertising.  I want a more positive and user-centric experience.","As a Facebook user,
I want fewer intrusive ads, better content filtering options, and improved privacy controls,
so that I can enjoy connecting with friends and family without being overwhelmed by ads or unwanted content."
