review_content,final_label
"Facebook, you can change the culture, facilitate revolutions in foreign countries, influence US elections, and be the sole arbitrator for what content can be seen on your communication tool that is used by millions around the globe, but you cant help me to regain access to my FB account that has been hijacked by someone using a hotmail account despite my following all of your protocols.",2
"Absolutely hate this app. There is so many things that are wrong... where to begin... but my main concern is their security and privacy policies, the data they collect without your permissions etc. They are bullying you into stupid updates, promotions and push other crap on you. Terrible. I deleted it finally after years of use, just could not deal with it anymore.
P.s. you can shove your liberal agenda you know where",2
"Disgusting social engineering company. This app is insanely INVASIVE, just read the Personal Data Shared section of the Apple Store listing for this app.

If you do Fakebook, use a privacyrespecting browser like BraveNOT Edge or Chrome!!with thirdparty cookies shut off. ",1
"Facebook has continually showed that it is possible to fail over and over again with regards to privacy, corporate governance, moderation and also pushing extremism. One of the worst apps ever created for this store and a chapter we all hope to close on the Web 2.0 days soon.",2
"My account was hacked in the middle of the night.  They managed to get through the two factor Authenticator and add their own email to MY account.  Im unable to get back into my account that Ive had since the very beginning of Facebook.  Theres no customer support email, chat, phone number, etc.  just the useless help desk that brings you around in circles with nothing being resolved.  Do the research  hundreds of account having the same hacking issue even though they consider themselves secure.",2
"What has happened to the post editing feature? Also, The use of my personal page and business page is no longer seamless.what have you done? Every time I figure FB out, you make changes. Please leave it alone!!",2
Looking at my notification badge and it says I have 66 new notifications. When I open it up it only says I have 2. What is the problem with the discrepancy? Fix this and you get more stars. Also why no landscape mode on the iPhone? It works fine on iPad. Update 2 facebooks privacy issues have basically fixed me to keep this at a one star rating. Also its policy of misinformation and blocking the truth.,2
"If i could i would give it a 0
Facebook has gone downhill in a fast and unethical way. They dont care about the user per se but rather the users analytics  data. This app is nothing more than a tracker that unfortunately even tracks your offline activity just so they can sell your info. If you value privacy and your 1st Amendment Right to Free Speech, then THIS APP IS DEFINITELY NOT FOR YOU!! Nothing more than spambloatware",1
"This appsite will take all of your personal data and info and sell it to companies, and is also seriously censoring people who are trying to share important news. Deleted my account and the app, good riddance!",2
"My Husbands account was hacked after having it for 15 years. Someone made an inappropriate post, and they locked his account for review. They never sent a single notification or email. He waited for two months while his account was under review with absolutely no steps or actions provided for resolution. Never received a single communication about the process. If I hadnt seen that his account was hacked by a random post he didnt make he would have no idea what happened and no way to protect his information. After all of this time, he just received notification that his account has been permanently disabled, because too much time has elapsed to review his account. Excuse me?? What have you been doing for two months?! This is just terrible business practices, youre too busy stealing data to care for your users. TERRIBLE BUSINESS, lackadaisical practices and good riddance! Glad I dont own any stock, this company is going down the tubes. Get. It. Together. For such a massive company, you certainly dont know what youre doing.",2
My account has been hacked again and I cant get back into this is the second time and the first account I continue to try to get disabled and continues to be in use!!!!! Will I lose all of my information again in a major leak of my private data,2
"Put on your tin foil hats to deflect the mind control signal coming from the Illuminati! Mr. Zuckaburger is a giant lizard person trying to take control of you and your family!! Look at his evil snake eyes and reptilian smile. He may cry to try to impersonate emotions but those are really, in a literal sense, crocodile tears. Stop this crazed lunatic and big government busy bodies from bossing us around. Stop big capita, cancel cancel culture, and protect our personal data! God Bless Murica,
 Amen",2
"Facebooks algorithms do not make me feel safe with my opinions and personal information , I also dont trust the algorithms to give me the full truth, only what they want me to know.  I therefore have deleted my account and will no longer use them",2
"My account was hacked Im in the same boat as the user in another review it also states it will be looked over within 24 hours and it hasnt in 5 days 
Some posted inappropriate pictures on my account. This page is also contains my business page which I cant access and none of your problem solving help center will do anything 
Annoyed",2
"Do not even get into Facebook. Frankly, I wish that I never set up an account. The email and phone you give it will track your purchases on your credit card. Not even kidding. Bought deodorant and then I hopped onto Facebook and there was an ad for that specific brand. Not cool. You have no right to my data Facebook and I hope your company gets split up for privacy violations. This should be illegal.",2
"I dont like mark SuckItburg stealing and selling all of my info to whoever he feels like making a dime from. Get off social media, stop letting it destroy your mind. Go out, talk to people. Social media has single handily destroyed civilization.",2
Facebook has become an absolute joke and a traitor to American people. They censor us and track us and give the information to people with nefarious plans against us. We need to stop this from continuing and work to have Facebook removed.,2
"Too much censorship, cant express yourself freely anymore. 
Fact checkers is everywhere with info theyve got from unreliable sources. 
Facebook groups wont allow to even make a post anymore unless its a for sell post overall everything has went downhill.",2
I had my snapchat account for about 8 years and suddenly my account keeps getting locked when i go to file a complaint it tell me delete third partie apps or stop sending spam i could tell you now i have done none of those my first account that has gotten locked recently holds many of my memories and personal information then i made another account and that one has gotten locked too and im on my THIRD account and it repeatedly keeps getting locked. SNAPCHAT FIX YOUR APP im very angry because of this and i would not be using this app anymore,2
"I logged out of my Facebook account just now. My login information was not saved whatsoever. I can click on my profile picture to login but since I forgot my password, Facebook has me search up my phone number or email address to find my account why????. Note that I have my email address and phone number in this account already. When I search my for my profile with my email and also tried my phone number , it says no accounts match that information.

Now I have to make a brandnew account.

Perhaps, I may even delete the app permanently because how terrible the app is anyway. Facebook, please fix this.",2
"Ive had Facebook since I have 17 years old and I am 37 years old Ive never had as much issue as now.  Someone hacked my account changed lettering to my name and email and phone number Ive tried everything sent Facebook Id work badge birth certificate and everything still they say I cant access I need a number someone to
Talk to this person is posting nude women on the timeline I have family calling me asking me why Im I doing that I need customer service number I beg you I have all my children photos on that and I am a mom and very upset someone is using something that is mine for nasty things Helpppppp!!!!!!!!",2
"Facebook is an evil globalist spy entity engaged in outright social engineering and manipulation of the wordwide population. 

With more power than any of the early 20th century monopolies, Facebook is the manifestation of an OrwellianHuxleyesque dystopic nightmare that infects and afflicts and subverts humanity and all core values of freedom of speech and association, individual rights, privacy, etc. 

This is a demonic bastardization of all of the good that this technology could provide. 

All involved should be ashamed... AND IN PRISON.",2
"In July I got hacked , Facebook notified me via email but it was 3am when it happened so I was asleep. When I woke up an found that it had. I hurried and tried to do everything to get it secured. It was to late. I was able to get my email changed back in the account but the hacker enabled 2 factor authentication and change my phone number so I am stuck. Locked out of my account. So now I cannot even log into my account. I have reached out to Facebook for 4 months straight trying to get them to respond is to no luck. I have submitted my drivers license ID 80 times with the same response of we need an acceptable form of ID. IT IS AN ACCEPTABLE FORM , its the first one that you can select when submitting it. FACEBOOK get your crap together. I have lost access to all my photos  memories of my now deceased grandma because you allowed someone to hack into my account so easily. I have lost access to my business page causing me to lose a lot of my income. This is ridiculous.",2
"I am writing to tell you that I can no longer edit my own personal posts. I am not a business so I should not be subject to those rules.

This is my own personal Facebook page and I should be able to edit misspellings and other mistakes that I make in a post. 

I can edit my comments on my post but not the actual post itself. Please fix this. Thanks.",2
"My Facebook was hacked, and Facebook wont do anything to help me get my account back. Every message from my now deceased father is gone. Messages, pictures, memories, all held hostage by Facebook that I am unable to see. There is no one to help me. Its horrible.",1
For the past week i been having trouble logging into my account.. Im not even sure why I even got locked out my account in the 1st place.. I was NOT hacked.. every time I request a login code  it says a code was sent to my phone number thats on my account but NOOO code is coming through.. Ive gone through everything I could in the help center but unfortunately NOTHING is helping.. fb gets no stars from me until I can get back into my account..,1
"I had lost my facebook because of an ex boyfriend who had hacked into my facebook by taking a photo of my id and sending it in. Facebook accepted it and kicked me out. He had changed my password and all my security questions to log back in. I tried sending a photo of my id but facebook doesnt think i am me facebook thinks someone else is me because they got a picture of my id. I now have no social media besides instagram which i rarely use, and many many years of memories that can not be replaced. Breaks my heart. Thanks facebook.",2
Im a Millennial who downloaded the Facebook  Instagram apps for the first time ever about 2 weeks ago give or take. So far I LOVE both apps BUT Im having a LOT of issues with receiving push notifications from the Facebook app to my iPhones Notification Center despite removing the app and redownloading it after 24 hours and ensuring that all my notifications both in app and in my phone are set correctly. I would really appreciate it if you could look into this and send a big fix if necessary. Thank you and have a Happy New Year!,2
"Is not fair that we can't protect our privacy setting 100. Poor setting options. Facebook used to be good, but now its nothing more than a Government data base and a big digital advertising billboard using all its users profiles to profit from.",1
"Facebook mines data from the user and  impairs freedom of speech on their platform.  Also watch your record of logins and it will show some that are not local to you.   Change your password, and the random log in happens again almost instantly.",2
"Literally the worst thing thats happened to society since the holocaust. Big tech is the epitome of evil. And yet here we are still using their products while they harvest our data and manipulate us with their algorithms. Im as guilty as anyone else in still using it, but find myself constantly asking, why are we doing this to ourselves?",1
Its one tho g to be online and keep contact with friends but to find out your info is being shared wo your knowledge with outside parties is horrible . Not to mention when you then once you speak up on it are kicked out of your Facebook account . Come on do better be better !,2
"There are well detailed complaints already posted about the failings of Facebook. We've long been aware of the crimes and offenses of the Zuckerberg lead company. Our hope is that their spying, stealing, and general indifference to you and us catches up with them, and that they come to realize their egregious offenses, which are perpetrated against us, freedom, and the privileges they enjoy but deprive of others, such as privacy. Bravo to those exFacebook employees who have spoken out against this corrupted company.",2
"If you like being told what youre allowed to talk about as well as someone having access to your texts, email, app data, location data, camera, photos and literally everything else so they can sell it to other corps for money, then by all means, use fb. Oh yeah, did I mention fb has the highest number of child exploitation cases of any websiteapp in the world? They sure can take down posts about Q but they cant do anything about child prn.",2
I downloaded the app ans have been unable to use it . I cancelled my account last year as it was hacked and just created a new account about 1 week ago . I downloaded the app and I cannot log in because I get an error code. I am able to log in online . I wrote to Facebook 3 times and no response  it is very frustrating not to be able to have a support line to call .,2
"With each update recently the app becomes less responsive.  And too many fake friends requests when its already set in privacy as friends of friends only. Its really annoying and a bit creepy, please fix.",2
"Facebook is the worst business in the world. They use their platform to harass people, will not allow you to delete your profile, if you do not agree with their infringement of your 1st amendment rights, they allow your profile to ne hacked and allow the hackers to pretend they are you. This company, gave millions to Wisconsin, for crooked drop boxes, and is the most infringing organization on personal privacy of any organization!",1
"I enjoy Facebook. But the customer support is crap. Then ensuring your safety and privacy is a lie. I had my Facebook hacked and so have a bunch of other people. There is no way to directly contact someone and even though several people have reported my Facebook as hacked they still have not done anything about it. The guy who hacked my Facebook is conversating, laughing, and messing with my friends and family including my kid. Thinking this who thing is a joke. I have personal information on my Facebook and they are not protecting my privacy. I am scared for my safety and the information he most liky accessed including my home address. They need to figure out a better system and take care of issues like this immediately. They want to kick people off for petty issues but will not help resolve important issues. Facebook is a good way for keeping in touch with family and friends but they do not ensure your safety or privacy like they say they do.",1
My profile got hacked that I had for 12 years and I reported it at least 30 times and every one of my friends on Facebook reported it. And Facebook did nothing about it. Never deleted the page or anything and I had a lot of personal information that the hacker used trying to spam others that where friends with me on Facebook.,2
"They collect all your data into their books and then they burn your book if you have a different political view compared to Facebook and its team.. MARK is the new Hitler.

This is the new way of controlling people.",1
"Average app, very intrusive, Lack of true ad control, and user data collection is unacceptable.  Their control of opinions that  they dont like and banning those individuals will be their downfall.  Not to mention election interference.  They even lie to Congress.",1
Facebook Marketplace is filled with scams and scammers. Theres is more fake listings than ever and when you try to sell anything your inbox gets filled with scammers trying to steal your phone number through a Google voice sms. This is incredibly frustrating as a buyer and a seller.,2
"Designed to be addictive, no regard for personal privacy and fact checkers algorithms actively suppress free speech while sending user into dangerous echo chambers.  If I could go back 12 years and skip this one entirely, I would.  Happy to see many groups leaving and once my groups leave for other networks which is happening soon I will too.",2
If I wanted the government spying on me and having access to all my stuff I would live in China. If I wanted the government to control what I post or sale or even fact check I would move to North Korea. This is America we have freedoms and rights and social media is not a place government should control members of a private company platform.,2
"This app can show and see your location without your permission even if youre not using it. Mark Zuckerburg cares only about his wallet and following the governments lead, regardless of what it is. They also sell your information to third parties and no block app works against it once you put anything on their site. BEWARE",1
This application is copying everything personal on your device and sharing it with other companys including The FBI they make copies of everything you do on your device and they also take screen shots uses your device camera microphone gps without your Permission . Carful Facebook,2
"Honestly over the past months I have been getting a lot of bugs in Facebook, videos not playing properly, sound system always quite, and honestly after the allegations that Facebook steals personal info made me more disappointed toward the app that I have been using since 2014, other platforms have been improved in the past years over Facebook as, Twitter, Snapchat and etc. 
Thank you",2
I am a car salesman and I am constant removed from marketplace and under review. They always give me back my privileges but it takes forever limits my ability to market and make a living. They say I went against community standards when none of my market place post do. I am a outspoken conservative on my personal private page and I believe that is why my marketplace account is constantly under scrutiny.,2
Facebook was designed to manipulate its users by feeding them biased content in an endless feed. They sell your information to anyone who will pay them for it. You are being watched. Delete the App and look into decentralized social platforms like Mastodon.,1
"Constant updates that mess things up. More and more invasive into privacy and the censorship is ridiculous. If Facebook doesnt like your post even if its respectful and truthful they will just delete it or suspend accounts, theyll delete huge groups with thousands of members if they dont like what the topics of conversations are. Shameful!",2
"I have two accounts, one for business and another for personal. Both have been suspended for absolutely no reason! It even says on the support page no violations! But my reports for FB fall on deaf ears! Horrible!",1
What I dont understand is how they work and operate. They want to change people from being who they are. They bloc yu for nothing and then there are people naked and selling sex but yet I cant express my feelings and self. They allowing too many people to hac into people pages. Their privacy sucs. They rules only apply to some people. Its just crazy,2
Facebook is complete and utter communist propaganda. They will allow popular  stories that  make the communist party look wonderful but censor the negative issues about China like they use  slaves to make  goods for first world  countries. I wish I never even supplied an ounce of personal data on this sight. I'm sure the communist Chinese are taking notes and names getting ready for the coming great reset.,2
My account was hacked and there is legitimately no way of contacting Facebook for help. No phone number or email address at all. All my memories and photos are lost forever. Use this as a social network site if you dont value security or memories,2
"I dont use FB much any more, although I used to be a daily user. Lately when logging in FB wont accept my login info. Ive had to change the password so many times its not with the trouble. Also, started a business link and everything that could go wrong did. FB isnt worth the effort and time to jump though all those good. Especially knowing how they gather personal data for their own use, shadow ban conservative posts by play police. Im simply done with Facebook. Went from good to rotten due to their corrupt practices.",2
Just like some other street catcaller Facebook is a place for such illegal activity where protection and privacy is a big question. Facebook proved its creation reason everytime after all it was made by a desperate insecure criminal guymark to invade and spoil others reputation and privacy .,2
"I used FBk for about 1 year. I was blocked by Marco the fascist for about 5 months. 
So I left. Closed my FBK account. 
Rq. I have proves that I used the same words that other used against me in their posts. I keep screen shots of those conversations.",2
"Facebook spies on everything I do on my phone. I I go to safari and look something up Facebook starts slamming me with adds that relate to it. 
Enough already! Sometimes I am just looking things up to learn.",2
"this app and website has begun as a dating website by a loser in college and now this loser is collecting and selling peoples private information and data, besides, trying to be a propaganda machine biased against many victims and innocent people, which expose the real mentality and ethics of the loser who only wanted someone to notice him by stealing another fraternity idea",2
Facebook is a terrible companyplatform. They care not about anything about money. The more security and privacy you have the less they make. Which is why I deleted my account two years ago and never looked back,1
NOTHING BUT SPAM ADS!!!! THERE IS AN AD EVERYBTHIRD POST!!! ITS RIDICULOUS AT THIS POINT!!! REFUSES TO HIDE MARKETPLACE ADS!!!!!!! GROUPS NEVER WORKS!!!!! THESE DEVELOPERS HAVE DESTROYED THIS APP!!!!!! FACEBOOK IS MAKING IT OBVIOUS THEY NO LONGER CARE!!!!,2
For a little more than a week now I am not getting notifications for likes or replies to my comments. I have Facebook so that I can have conversations with people and no notifications means I cant have conversations unless I go back to my comment or post to see them. I keep reporting the problem with 0 response,2
"Facebook is no longer what is used to be, they censor everything if it doesnt follow their agendas and they make money off of your Data information, they no longer have any context to what privacy means anymore, use it a your own risk!",2
"Just because I watch one video, doesnt mean I want to keep watching the same content creator or close to the same videos. People like a variety. I hate this feature of you tracking everything I watch online. I watched 2 videos of a creator and the next day my feed was full of nothing but their videos. This is what makes people unfollow some creators.",2
It is SO infuriating FB refuses access to all Created Friends Lists in app!! Ridiculous!! Not all of us own computers so we can actually use fb properly!! Mobile fb website is now useless with new update!! No access to any settings or left side bar on mobile site!! We want classic full desktop site access in mobile Safari!!,2
They deserve less than one star rating. They have gotten to big for their own good. They want to control what we post and see. What we buy by suggesting items they have tracked across apps. Good for Apple by not removing the low star ratings. And even better that Apple gives us the choice of not wanting apps to track us. Something that Fakebook heavily uses to make money at the cost of privacy of users.,2
So the Facebook app is now hijacking AirPlay connections from other apps to play its own media and completely ignoring the Play in iPhone setting. This is a serious privacy and security bug that needs to be addressed as soon as possible.,2
"its getting annoying, it keeps saying there was a error fetching the data everytime i click on the app, it wont let me message anybody and i have deleted and re downloaded the app multiple times, ive tried to update it but its already up to date.
its getting on my nerves.",2
This app is horrible. There is no freedom of speech with them they constantly block your posts if it doesnt line up with their thoughts or beliefs. Constant monitoring of what you say or do. The whole thing should be deemed a violation of privacy and they should be shut down permanently!!!,2
"If I could give Facebook less than 1 star, I would. 
Zero customer service. I worked on my business page for 5 years and was hacked on my personal account and lost complete access to my business page. I had to create a new business page, and facebook wont even let me create a new one! It just keep saying query error. Absolutely disgusting that a company is allowed to have absolutely zero customer service, no live support chat, no phone number, no one to respond to emails, nothing. Honestly I cant wait for a better platform to come out and put facebook in the ground. Or someone who knows what theyre doing to take over facebook and make necessary changes.",2
"Why are other people allowed to share MY postphoto but I cant see it because of THEIR privacy settings? How does that make any sense when its my content to begin with? How do I know Im not being bashed or made fun of?! If someone shares my stuff, I should be able to see it. Period. Also, if you want people to use Reels more professionally make it so we can choose our own cover photo for the reel cause the ones you all choose are awful. And almost all of my reels are muted with copyright claims. I chose songs from the available library you all have for your users using the Audio function. Why is this happening?! Update this, please! Can we be more uptodate like TikTok and Instagram? I mean, dont yall own Instagram? Come on now. The reels for Facebook is such an outdated editing feature. Oh, and thank you! I do love Facebook.",2
"So many glitches and the advertising is completely out of control. They are already stealing all of our personal information in exchange for using their app, and now they are harassing us with ads every 1 to 2 posts. Ridiculous.",2
"My account was cloned even after setting up two party authentication and changing password to an impossible to guess series of letters, numbers, and symbols. Settings for privacy and notifications dont work, so I shouldnt be surprised. A myriad of problems with this app, plus the fact its owned by an evil communist.",2
"After the election results I left Facebook app. permanently. They sold our information, spied on our private messages, censored conservative voices, interfered in our elections. Im sick that after many years of supporting them they betrayed us conservatives. I cant support this app anymore. Im out.",2
"My account has been hacked and my identity has been compromised. I have tried to contact Facebook as for help and they continue to empower the HACKER!!

The hacker has stolen my identity and changed emails and phone numbers to steal money from family  friends!!!

Facebook has NOT helped and continues to provide access to the Hacker ",1
