data,app,type,user_story
"This used to work well, but suddenly it refuses to connect to my watch. So glad I spent $200 for something to not be able to connect.",Garmin Connect,problem_report,"As a user, I want the app to reliably connect to my watch so that I can continue to use the features I paid for.
"
I really hate this app. I donot want this app in My phone. Simply wasting  memory and ram speed. Samsung phone and by default app. This is not good.  Hate this lot.,Samsung Health,feature_request,"This review is quite negative and doesn't offer concrete feature requests. Instead, it expresses frustration. We can still derive a user story focusing on the *underlying need* that the user isn't having met. One possible interpretation is that the user wants more control over pre-installed apps.

Here's a possible user story:

**User Story:** ""As a user, I want the ability to uninstall or disable pre-installed apps on my phone, so that I can manage my device's storage and performance according to my needs.""

**Alternative User Story (focusing on pre-install app experience):** As a user, I want pre-installed apps to add value to my experience and device so that I feel in control and appreciative of the device features.
"
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,feature_request,"As a user, I want accurate caloric and nutritional information, including protein counts, so that I can reliably track my dietary intake using the app.
"
Stop asking for notfication access every single time I sync the tracker with my phone. I don't want to give the app notification access and you guys should respect that...,Garmin Connect,feature_request,"As a user, I want the app to stop repeatedly requesting notification access after I've declined, so that I'm not constantly bothered by permission requests.
"
Not able to connect my poco phone with magic watch... Connectivity fails every team. Device is paired but but health app keepa reconnecting. Poor product,Huawei Health,problem_report,"As a user with a Poco phone and a Magic Watch, I want a stable connection between my devices and the health app, so that I can reliably track my health data.
"
I can't pair my watch on OnePlus 8t. Telling me it doesn't support this device .and it says could not update device list pls check your network.mywatch is Huawei gt 2e,Huawei Health,problem_report,"As a user with a OnePlus 8T phone and a Huawei GT 2e watch, I want to be able to pair my watch with the app and successfully update the device list so that I can use all the app's features with my devices.
"
Stopped Working. After the latest update it has stopped Working on my Oppo Reno 10x Zoom with Android 10. Please do something so that it starts working again. Before it was working perfectly fine.,Huawei Health,problem_report,"As a user with an Oppo Reno 10x Zoom running Android 10, I want the app to be compatible and functional after updates so that I can continue using the app without interruption.
"
It is great except I have one concern. How do you change the time on your watch. It says the correct time on my phone.,Garmin Connect,feature_request,"As a user, I want clear instructions on how to change the time on the watch, even though it syncs with my phone, so that I can ensure the watch displays the correct time even if the sync isn't working or I prefer to set it manually.
"
"Please add for Clock Alerts also Hourly tone option, not only til Sunset and sunrise. It is strange to don't have such simple and often option for so smart watches. Many thanks in advace.",Garmin Connect,feature_request,"As a user, I want an hourly tone option for Clock Alerts, in addition to the existing sunrise/sunset options, so that I can have a simple and frequent alert option on my smartwatch.
"
App stopped working after an update on 16th April. Now it's asking me to upgrade my huawei mobile services. I'm using an OP6 which is an android phone.,Huawei Health,problem_report,"As a user, I want the app to function correctly on my Android phone (OP6) after updates, even if it requires Huawei Mobile Services to run, so that I can continue using the app without interruption.
"
Can you set the alarm on the venu to not activate if no hr is being detected. Caught the watch alarming while charging? Also a snooze feature would be highly appreciated. Otherwise great hardware and software,Garmin Connect,feature_request,"Here's the user story I've created based on the review:

As a user, I want the alarm to be disabled when no heart rate is detected, and I want a snooze feature, so that the alarm doesn't activate unnecessarily during charging and I have more control over my wake-up experience.
"
"It was amazing until steps stopped counting after phone software updates. Reinstalled the app twice, Paused and resumed step counting and all but still not functioning well. Using Mi Max, MiUI 8 here...",Samsung Health,problem_report,"As a user, I want the app to accurately track my steps even after phone software updates and app re-installations on MIUI 8 (Mi Max), so that I can reliably monitor my activity.
"
"Hi, the app is really great, I used for my GT 2 watch. But I cannot find my watch GT-3, my phone says I need an updated version of the app",Huawei Health,problem_report,"As a user with a Huawei Watch GT-3, I want the app to be compatible with my device, so that I can connect and use it with the app, even if my phone says I need an updated version.
"
After install security setting by email not working. Save password button does not work. And open link in browser also does not work. So not possable to use this app. Just time waisting in downloading.,Samsung Health,problem_report,"Here's a conversion of the provided review into a user story:

**User Story:** As a user, I want the email security setting to function properly after installation, the ""save password"" button to work, and the ability to open links in the browser, so that I can successfully access and use the app.
"
"Awful. Today my watch shows 8800 steps. The Health app shows 6500. Combining the data doesn't work. To make matters worse the old app, that just showed the watch, is no longer working. Ugh.",Huawei Health,problem_report,"As a user, I want step data to be accurately and consistently synced between my watch and the Health app, so that I can have confidence in the fitness tracking information provided and avoid discrepancies caused by the removal of the previous, reliable app.
"
For the love of God why won't they fix the height and weight glitch in the profile settings?!! No matter what I do is defaults to 14 feet tall and 65 pounds!! This cannot be hard for them to fix!!! Obviously they don't care.,Huawei Health,problem_report,"As a user, I want to be able to accurately set and save my height and weight in my profile settings so that my profile information is correct and reflects reality.
"
"I just have a question: How many bad reviews do yall need from customers that actually use the app, before you guys change the app features back?? ""It's like the ppl saying what they want and.... the company is like naw yall don't need that"" smh",Samsung Health,feature_request,"Here's a possible user story based on the review:

**As a user, I want the app developers to listen to and address user feedback regarding app features, so that the app better meets my needs and reflects my preferences.**

**Explanation of Choices:**

*   **Focus on the Core Issue:** The review's central complaint is that the company isn't listening to user feedback and seems to actively ignore requests. The user story captures this directly.
*   **Avoid Assumptions about Specific Features:** The review doesn't explicitly state *which* features should be changed. Therefore, the user story focuses on the principle of responding to feedback, rather than making assumptions about specific features they want reverted.
*   **Emphasize User Needs:** The phrase ""so that the app better meets my needs and reflects my preferences"" underscores why this is important from the user's perspective.
"
I am not able to use the Watch face store as it is not available.. when will hawei provide this feature in India.. kindly update this feature in India.. a smart watch gets useless because of limited watch faces..,Huawei Health,feature_request,"As a user in India, I want access to the Watch Face Store so that I can customize my smartwatch with a variety of watch faces and maximize its usability.
"
"Guys a bit more love please! VivoActive 4 user. Please add Racing Kayak, it's an Olympics discipline after all. You r clearly not worth it one . Happy to change if you reply. Thanks.",Garmin Connect,feature_request,"As a VivoActive 4 user, I want ""Racing Kayak"" to be added as a selectable activity type so that I can accurately track my workouts and feel that the app is being actively maintained and relevant to my sport.
"
It drives me nuts that the Last 7 Days calulation includes the current day. Makes it impossible to get a picture of what the actual average is as it isn't counting a full 7 days. Don't make me use an actual calculator Garmin!,Garmin Connect,feature_request,"As a user, I want the ""Last 7 Days"" calculation to exclude the current day so that I can see a true 7-day average.
"
"I was using my huawei watch which waa connected with this app ans suddenly it has stopped and asks for having Huawei services aap even after downloading it , it still doesn't work, Will there be a solution as without which how can we use the watch .",Huawei Health,problem_report,"As a user with a Huawei watch, I need the app to maintain a stable connection with my watch and function correctly after updating Huawei services, so that I can continue to use my watch with the app.
"
The app won't allow me to sign in. I hit the sign in button and it just brings me to a blank page and nothing happened.,Garmin Connect,problem_report,"As a user, I want to be able to successfully sign in to the app so that I can access my account and its features.
"
"24 hour time format only on honor band 4R-C62 running edition. Huawei, please fix it. This is not an option should be removed. Even a cheap skate watch can have 12 & 24 hour time format.",Huawei Health,feature_request,"As a user of the Huawei Honor Band 4R-C62 running edition, I want the option to choose between 12-hour and 24-hour time format so that I can view the time in my preferred format.
"
"Great when it works, and I'm so happy to finally have Android support....but I have to re-pair devices every 5 minutes so it's kind of pointless. I don't know about it either until I see the pair request on my phone.",Garmin Connect,problem_report,"Here's a user story based on your review:

""As a user with an Android device, I want the app to maintain a stable connection with paired devices so that I don't have to re-pair them constantly and can reliably use the app's features.""
"
Great step counter and GPS but terrible sleep anyalse some mornings I wake up and look at my phone and it thinks I'm still skeeping....,Huawei Health,problem_report,"As a user, I want the sleep analysis feature to accurately track my sleep patterns, so that I can get reliable data about my sleep.
"
"Please add watch face for honor band 4. Feel disappointed, they launch new honor band 5. But until now, no new watch face for honor band 4. I wish we are not trash for honor band 4 user.",Huawei Health,feature_request,"As a Honor Band 4 user, I want new watch faces so that I can personalize my device and feel valued despite the release of newer models.
"
Use this app almost a year with pleasure. But since couple of weeks batttery use of this app on android is huge. Normally I can use my phone for almost 2 days without charging. Now it is empty within 12 hours. Garmin connect eats all of it.,Garmin Connect,problem_report,"As a user with an Android device, I want the Garmin Connect app to consume significantly less battery power so that my phone's battery life returns to its previous level of around two days.
"
The health app stop syncing the sleep data from the honor band 5. The app displayed no sleep data although the band itself displayed the sleep data. Same problem as others reported recently.,Huawei Health,problem_report,"As a user, I want the health app to reliably sync sleep data from my Honor Band 5 so that I can track my sleep patterns accurately.
"
"I do dancing for cardio, it logs it as walking and it stops tracking in between songs. It's not accurate and I miss my fitbit.",Samsung Health,problem_report,"As a user who dances for cardio, I want the app to accurately track my dancing activity and continuously record data between songs so that my workout metrics are correct and comparable to other fitness trackers.
"
"Having a problem re connecting my garnin vivoactive 3 to the hauwei p30 Pro! :( tried reseting the watch, even tried connecting it to another phone and all works fine... Apart from not connecting to the phone... Any help would be greatly appreciated",Garmin Connect,problem_report,"As a user with a Garmin Vivoactive 3, I want to be able to connect it to my Huawei P30 Pro phone so that I can sync my data and use all the features of my watch.
"
I have an LG 3G and my vivofit will not sync and will not connect     I have  tried everything to get it to work. I'm not happy,Garmin Connect,problem_report,"Here's a possible user story based on the review:

""As a user with an older LG 3G phone, I want my Vivofit device to successfully sync and connect so that I can track my fitness data.""
"
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,Samsung Health,feature_request,"As a user, I want the nutrition balance score to be visible after the new update so that I can track the impact of snacks on my overall diet and make informed food choices.
"
"Yesterday I purchased Honor Watch Magic, I liked the watch but am very much disappointed to see that it has only few watch faces. I strongly recommend to Huawei to add new faces to the watch.",Huawei Health,feature_request,"As a user of the Honor Watch Magic, I want more watch face options so that I can personalize the watch to my preferences.
"
"I am not able to open the app. It says download Huawei mobile services app. But even after downloading the said app, this app doesnt open. Please help",Huawei Health,problem_report,"As a user, I want the app to open and function correctly without requiring additional Huawei services downloads, so that I can access and use the app's features.
"
I use this app with Honor band 5 and after my band to lasted version my band 5 turn to brick mode how can i fix this,Huawei Health,problem_report,"Here's a user story based on the provided review:

**As a user using this app with an Honor Band 5, I want assurance that app updates will not brick or negatively impact the functionality of my connected device, so I can continue using the app and my fitness tracker without fear of damaging my hardware.**
"
"There should be an another feature of workout where it can be start any time without gps because it consume more battery, And it should have counts steps and distance",Huawei Health,feature_request,"As a user, I want a workout feature that can be started without GPS, tracking steps and distance, so that I can save battery and still monitor my activity.
"
It would be nice to have the option to edit the sleep start and end times(like on fitbit app) sleep times are not always accurate.,Huawei Health,feature_request,"As a user, I want the ability to edit my sleep start and end times so that I can have more accurate sleep data recorded.
"
I've only been able to get it to sync twice with my Samsung Tab 4.  Sent message to Support and they answered with a million questions that I had no idea what they were talking about and it took them 2 weeks to send me that!  Pretty useless app!,Garmin Connect,problem_report,"As a user with a Samsung Tab 4, I want the app to reliably sync with my device and receive timely and helpful support from the developers so that I can use the app effectively and resolve any issues quickly.
"
Love the app and the challenges it is incredibly difficult to connect with people you know it would be great if it connected to Facebook or phone book,Samsung Health,feature_request,"As a user, I want the app to connect with my Facebook or phone book contacts so that I can easily connect with people I know within the app.
"
"The app says one of the accessories is a samsung heart rate monitor so I ordered it,  doesn't use the heart rate monitor for anything,  big bummer and misleading",Samsung Health,problem_report,"As a user, I want the app to accurately represent the functionality of connected accessories, specifically heart rate monitors, so that I can make informed purchasing decisions and have confidence in the app's capabilities.
"
"I don't know if it was due to the update, but all of a sudden my steps are not being tracked. I will go the whole day walking and it will say I only took 43 steps!",Samsung Health,problem_report,"As a user, I want the app to accurately track my steps so that I can reliably monitor my activity levels.
"
My Marq Expedition lost connection every day and the only one way to reconnect is to make remove device and full re-pair with my Samsung Galaxy Note 10+ UPD: The lost connection issue was gone for a week but today i've face it again.,Garmin Connect,problem_report,"As a user with a Samsung Galaxy Note 10+ and a Marq Expedition device, I want a stable and persistent Bluetooth connection so that I don't have to repeatedly remove and re-pair my device to regain connectivity.
"
If you could snapshot caloric intake on food I feel it would be helpful. I feel like the rest time in a workout should be counted more somehow along with doing your own custom workouts. I still enjoy the app dispite these things.,Samsung Health,feature_request,"Here are a few options for user stories we can extract from the review. Let's break it down:

**Option 1 (Focusing on calorie tracking and custom workouts):**

*As a user, I want to be able to take a snapshot of food to estimate caloric intake, and I want more flexibility in setting workout rest times and creating custom workouts, so that I can more easily track my nutrition and tailor my fitness routines to my specific needs.*

**Option 2 (Breaking it down into multiple user stories):**

*   *As a user, I want the ability to snapshot food and have the app estimate the caloric intake, so that I can easily track my nutrition.*
*   *As a user, I want rest times within a workout to be recorded more precisely, so that I have an accurate representation of my workout duration and intensity.*
*   *As a user, I want the ability to create my own custom workouts, so that I can tailor my fitness routine to my specific needs.*

**Explanation of Choices:**

*   **Option 1** is a combined story that covers the review concisely. This is good if development time is limited and you want to address the core issues.

*   **Option 2** breaks the review into three separate, more focused user stories. This allows for more granular development and testing. It's generally a good approach to have focused user stories.

The best choice depends on the planning and how the development team prefers to work.
"
"Although my vivoactive3 is paired with my Huawei phone, GC is unable to find my device. I got it working once, but it refuses to sync anymore. Help.",Garmin Connect,problem_report,"As a user with a Huawei phone paired with a vivoactive3 device, I want Garmin Connect to consistently find and sync my device so that I can reliably track and manage my fitness data.
"
Hello. Auto pause is active in the settings but unfortunately when i stop cicling the time counter didn't stop. And i have to pause manually. This is boring.,Huawei Health,problem_report,"As a user, I want the auto-pause feature to correctly pause the time counter when I stop cycling, so that I don't have to manually pause it and the app accurately reflects my activity.
"
"I like the original set up! Since the big change, I can't find anything such as how to change my goal of 10,000 steps to something different. I just messed with it for over 10 minutes and got nowhere. Please change it back!",Samsung Health,problem_report,"As a user, I want the ability to easily find and change my step goal (like I could before the recent update) so that I can continue to use the app to track my personal progress effectively.
"
"Despite making comments, Garmin do not appear to be interested in solving why after the last app update my Venu doesn't connect to my Samsung Note 8 via Bluetooth",Garmin Connect,problem_report,"As a user with a Garmin Venu and a Samsung Note 8, I want my Venu to reliably connect to my phone via Bluetooth after app updates so that I can continue to use the connected features of my Garmin device.
"
"I had my my s7 version of this app and everything there is complete..i can measure my stress level, heart rate and oxygen sat..i was surprised that the version of the app in my note 10 doesnt contain all these features. Just disappointing",Samsung Health,feature_request,"As a user with a newer device (Note 10), I expect the app to have all the features present in the older version (S7 app), including stress level, heart rate, and oxygen saturation measurement, so that I have a consistent and complete user experience across different devices.
"
Happy with the app but for some reason the backlight has stopped working on my vivofit device. Is this connected to the app updates or is it a hardware issue?,Garmin Connect,problem_report,"As a user with a vivofit device, I want to know if the app update is related to my device's backlight malfunction so that I can determine if the issue is software or hardware related and take appropriate action.
"
"I have a Honor band 5 , not able to see it in the app to connect my band nor able to update the device list",Huawei Health,problem_report,"As a user with an Honor Band 5, I want the app to recognize and connect to my device and allow me to update the device list, so that I can use the advertised features with my band.
"
"Doesn't allow integration to other services like Strava. I will have to return my Watch GT if I can't at the very least manually export my activities. Otherwise good app. Syncs some activities to Google Fit, but misses most of the data.",Huawei Health,problem_report,"Here's the user story conversion of the provided review:

**User Story:** ""As a user, I want the ability to integrate with other services like Strava, or at a minimum, manually export my activity data, so that I can use my preferred fitness tracking platforms and retain all my workout information.""
"
"Was much better before the update. Calories are harder to track now, and can no longer view the actual satelite from bike rides.  Very dissapointed! I used to love this app.",Samsung Health,feature_request,"Here's a user story derived from the review, breaking it down into potentially multiple stories:

*   **User Story 1:** ""As a user, I want the calorie tracking feature to be as easy to use as it was before the update so that I can quickly and accurately monitor my calorie intake.""

*   **User Story 2:** ""As a user, I want to be able to view the satellite map of my bike rides so that I can track and analyze my routes.""
"
"They took my favorite part, they used to have a weight loss part and it was so helpful. They took it away so it's hard to use it as a helpful tool for wright management",Samsung Health,feature_request,"As a user, I want the weight loss feature to be reinstated so that I can use the app effectively for weight management.
"
Previously working but now everytime says require a new version.May be u people got corona and not able to fix this error for one month.,Huawei Health,problem_report,"As a user, I want the app to function without requiring a new version so that I can reliably access the features I need.
"
Pairs first time.. then nothing. Cant find device the next day. Thought it was my vivofit so went and exchanged it... same thing this morning. Everytime you log on you have 2 start from the beginning rather then saving the connection! What a waste of money buying this device,Garmin Connect,problem_report,"As a user, I want the app to consistently connect to my device and save the connection information so that I don't have to re-pair it every time I use the app.
"
"Is not accurate with step counting and in the last 2 months won't read my heart rate any more. It senses it but won't change to ""measuring""",Samsung Health,problem_report,"As a user, I want the app to accurately track my steps and consistently measure my heart rate so that I can rely on its fitness tracking features.
"
"I bought this thinking i could use this for open water swimming. Far from efficient, as i couldnt close the app after i finished. Would have been great to have been able to tell the actual water temp too. Also the sleep function is ineffective.",Huawei Health,feature_request,"Here's the user story derived from the review:

""As a user who swims in open water, I want the app to function properly after a swim and display the water temperature, and as a user who utilizes the sleep function, I want it to work effectively, so that I can accurately track my open water swims and my sleep patterns.""
"
You have taken a good app that was accurate and made it terrible.  I just walked 3.5 miles and it said I had 800 steps....took my heart rate....measured by hand 120bpm....app 59....  get ur act together,Samsung Health,problem_report,"Here are a few options for user stories based on the review, with slightly different focuses:

**Option 1 (Focus on Accuracy):**

""As a user, I want the app to accurately track my steps and heart rate so that I can rely on the data for fitness tracking and analysis.""

**Option 2 (Focus on reliability and return to previous state):**

""As a user, I want the app to return to its previously accurate state, especially concerning steps and heart rate tracking, so that I can trust its data again for my fitness activities.""

**Option 3 (More General, covers multiple issues):**

""As a user, I want the app to accurately track fitness data such as steps and heart rate so that I can confidently use it for my fitness goals and trust the reported metrics.""

**Explanation of Choices:**

*   **""As a user...""**: This establishes the persona.
*   **Benefit**: This addresses the ""so that..."" part of the user story, explaining *why* the user wants this feature.
*   **Focus**: The options vary slightly in what is emphasized. Option 1 focuses on accuracy in general. Option 2 focuses on restoring to previous accuracy, and option 3 is broader and covers both accuracy and implied trust in the app.

The best option depends on the specific priorities of the development team. If there's suspicion of a specific issue with the step counter, option 1 might be best. If the problem is known to be widespread, option 3 might be more encompassing.
"
"Calorie burn during workout is always 50 cal/ 15 min. regardless of whether I'm biking, typically 12-14 mph, fast walking or strolling. edit- thanks for the help!",Samsung Health,problem_report,"As a user, I want the app to accurately calculate calorie burn based on the type and intensity of my workout so that I can get a realistic estimate of my energy expenditure.
"
Please see the Fitbit app for an example of a well-designed fitness tracking app.  This app is overly complicated and doesn't show me the basic info I want.,Garmin Connect,feature_request,"As a user, I want the app to display basic fitness information in a clear and intuitive way, similar to the Fitbit app, so that I can easily understand my progress and key metrics.
"
"I was using the app on my galaxy s8+, working fine. Now switched tk galaxy s20+, the app doesn't have a signIn and signUp page. How to sync previous data?",Huawei Health,problem_report,"As a user with an existing account, I want the app to offer sign-in and sign-up options on my new Galaxy S20+ device so that I can access my previous data.
"
Latest update does not sync heartrate data or profile data. PLEASE fix! Using Samsung s8 and Huawei watch 2. Was working perfect yesterday before update.,Huawei Health,problem_report,"As a user, I want my heart rate and profile data to sync correctly between my device (Samsung S8 or Huawei Watch 2) and the app so that my data is up-to-date and I can track my progress accurately.
"
"except for keeping track of sleeping time and recording what you ate, this app is pretty useless now. the step counter is broken, it recorded 14 steps today while I was working and walking.",Samsung Health,problem_report,"As a user, I want the step counter to accurately track my steps so that I can rely on it for an accurate measure of my activity.
"
Works very well. Changing my review from being very close to 5 stars to just 2. The newest update that removed the total by calendar month is horrible. Please bring it back. Don't like it at all.,Garmin Connect,feature_request,"As a user, I want the ""total by calendar month"" feature restored in the app so that I can easily track monthly expenses.
"
Using vivosmart HR just wish when i manually add my basketball games (not allowed to wear watch) that it could estimate steps and calories burnt with the data I input. Also doesnt sometimes sync fails if I have been using another bluetooth device,Garmin Connect,problem_report,"Here's a user story based on the review:

""As a vivosmart HR user, I want the ability to estimate steps and calories burned for manually logged activities (like basketball) based on the data I input, and I want reliable syncing even when using other Bluetooth devices so that my activity data is accurately tracked and up-to-date.""
"
GPS connectivity with this health app is not proper while other apps are getting proper connectivity. You should improve this else it is no of use.,Huawei Health,feature_request,"Here's the conversion:

**User Story:** As a user, I want the health app to have reliable GPS connectivity, comparable to other apps, so that I can accurately track my fitness activities.
"
"The latest version of this app, along with Android 10 will no longer record a full workout via GPS on the map. I am using a Note 10+ 5G. Will show the first few minutes on the map, then GONE.",Samsung Health,problem_report,"As a user with a Note 10+ 5G and Android 10, I want the app to accurately record my full workout via GPS on the map so that I can track my entire workout route.
"
"It is a really good app, but when I changed my phone device, I lost everything (my progress, my food, my steps...) even when I have an account linked to this app.  I would have given 5 stars if this didn't happen. What a pity.",Samsung Health,problem_report,"As a user, I want my data (progress, food logs, step count, etc.) to be restored when I log in on a new device so that I don't lose my progress and have a consistent experience across devices.
"
I like the app all I need to give it the fourth star is to be able to sync my step with UA record. It connects but for some reason the vivosmart hr can't sync my steps,Garmin Connect,problem_report,"As a user, I want the app to reliably sync my step data with UA Record, specifically from my Vivosmart HR, so that my activity is accurately tracked and reflected.
"
I like the app but it sucks because the fit bit app is not a compatible app please work on this until then 4 stars,Samsung Health,feature_request,"As a user, I want to be able to sync my data with the Fitbit app so that I can integrate my fitness tracking with this app.
"
Really want to use the app how ever it won't let me sign in. I've reset my phone. Cleared my cache deleted and re added the app and still won't allow me to log on,Samsung Health,problem_report,"As a user, I want to be able to successfully log in to the app, even after troubleshooting steps like resetting my phone, clearing the cache, and reinstalling the app, so that I can access its features and functionality.
"
"Update: still amazing, however I wish I could tracks sets, reps, and weight for lifting instead of just the time/duration of the workout. You can put a memo, but it'd be better if it would track and graph your progress.",Samsung Health,feature_request,"As a weightlifter, I want the app to track my sets, reps, and weight for each exercise, and visualize my progress over time, so that I can easily monitor my performance and optimize my training.
"
"Works great with z5 and my forerunner 230. No issues with connection between the two at all. Sometimes sleep tracking can be a little inaccurate but not by much. There has never been a problem syncing with strava, can't comment on mapmyfitness unfortunately as I don't use it yet.",Garmin Connect,feature_request,"Here are a few options for user stories derived from your review, depending on what we want to focus on:

**Option 1 (Focus on device compatibility):**

""As a user with a specific set of devices (e.g., Z5 and Forerunner 230), I want the app to reliably connect and function so that I can seamlessly use the app with my existing setup.""

**Option 2 (Focus on sleep tracking improvement):**

""As a user, I want the app's sleep tracking to be as accurate as possible so that I can get reliable data about my sleep patterns.""

**Option 3 (Focus on Strava integration):**

""As a user who uses Strava, I want the app to reliably sync my data with Strava so that I can track all my fitness activities in one place.""

**Explanation of Choices:**

*   **Option 1** highlights the positive: compatibility with specific devices. This is useful if the development team wants to ensure that compatibility is maintained with future updates.
*   **Option 2** focuses on the one area of potential improvement: sleep tracking accuracy. This is suitable if the team is working on improving that feature.
*   **Option 3** emphasizes the successful Strava integration, which can guide future development efforts related to third-party integrations.

The best option depends on the goals of the product owner and the development team.
"
"Very bad! 0 stars actually! Doesn't recognize the device, the list of devices can't be updated! You ruined the Christmas present, gyes! Shame! I'll never buy another huawai anything! Fare well!",Huawei Health,problem_report,"As a user, I want the app to recognize my device and update the list of available devices so that I can connect to and use the app as intended.
"
"To reset the password one needs to remember the last password, dear huawai if a person remembers his last password why will he hit on FORGET PASSWORD option?",Huawei Health,problem_report,"As a user, I want to be able to reset my password without needing to remember my previous password, so that I can regain access to my account even if I've completely forgotten my old password.
"
"I have used this app since 2017. Since the recent update, have more problems synching from the Fit. I have read many complaints recently and applied samsung response to correct .""""Nothing Worked"" Today, your rating has tanked to a 1 star from a 5 .",Samsung Health,problem_report,"As a long-time user, I want the app to reliably sync with my fitness tracker (Fit) like it did before the recent update so that my fitness data is accurately reflected in the app.
"
"It was ok, but now constantly losing net conections, its req. to reinstall app every day. Really bad app, becouse of this I regret that I didnt bought samsung watch",Huawei Health,problem_report,"As a user, I want the app to maintain a stable network connection and not require daily reinstallation so that I can use the app reliably and avoid the frustration of constant disconnections.
"
The sleep app is not updating on my android phone. It suddenly stopped. The watch Huawei GT 2 is good. But there seems to be bug in the App.,Huawei Health,problem_report,"As an Android user with a Huawei GT 2 watch, I want the sleep app to consistently sync data so that I can accurately track my sleep patterns.
"
why there are no widgets for this app.....where the hell is battery percentage...developer might have thought they are useless....quite annoying and also dissapointed with this app,Garmin Connect,feature_request,"As a user, I want widgets that display information such as battery percentage so that I can quickly access key information without opening the app.
"
Works fine with my honor Band 5. But it has abusive permission requirements. Why the heck you need my contacts and my phone identity??? Why we have to log in? Why we can't just use it offline?,Huawei Health,feature_request,"Here are a few user stories derived from the review, broken down for clarity:

*   **As a user concerned about privacy, I want to use the app without granting unnecessary permissions (like access to my contacts and phone identity) so that I can trust the app with my data.**
*   **As a user, I want the option to use the app offline without logging in so that I can access its core functionality even without an internet connection or account.**
*   **As a user, I want to understand why the app requires certain permissions (like access to my contacts and phone identity) at the time the permission is requested so that I can make an informed decision about granting them.**
"
This used to be one if my go to apps. Loved it. After this new update I am forced to log into an account I neither have not want. Now the app is unusable.,Samsung Health,feature_request,"As a user, I want to be able to use the app without being forced to log into an account I don't have or want, so that I can continue using the app as I did before the update.
"
"Data sharing needs to be fixed, my weight and activity data doesn't appear properly in Google fit. It should have more support for other activities like indoor cycling which is my case (the Huawei band has this listed as an activity, but not the app)",Huawei Health,problem_report,"Here's a possible user story based on your review:

""As a user, I want my weight and activity data to sync correctly with Google Fit and have support for a wider range of activities, including indoor cycling, so that I can accurately track my fitness progress across different platforms and activities.""
"
Really good app. Very comprehensive with enough to satisfy all my expectations of well thought out fitness software. However I do experience occasional connection problems.,Garmin Connect,problem_report,"As a user, I want the app to maintain a stable connection so that I can reliably use its features.
"
So excited to hear the ECG is available and yet I see it NOWHERE on my watch. Why would u advertise something you should have when I don't it. Super bummed,Samsung Health,feature_request,"Here's the user story conversion of the review:

**User Story:** As a user who bought the advertised ECG functionality on the watch, I want the ECG feature to be readily available and easily located on my device so that I can use the feature I was promised and avoid frustration.
"
"Cannot edit notifications - either always on top or the app is not working Cannot change language on my Honor Band 5 - so I cannot use it (no HU support; no EN default language) Cannot edit regions, so 0 functions can be used No reply from Customer Care..",Huawei Health,problem_report,"Here's a breakdown of the review into several user stories:

*   **As a user, I want to be able to edit which notifications are enabled so that I can customize my notification experience.** (Addresses ""Cannot edit notifications - either always on top or the app is not working"")

*   **As a user with an Honor Band 5, I want the app to support Hungarian (HU) or default to English (EN) so that I can use the app in a language I understand.** (Addresses ""Cannot change language on my Honor Band 5 - so I cannot use it (no HU support; no EN default language)"")

*   **As a user, I want to be able to edit/select my region so that the app's functions are available to me.** (Addresses ""Cannot edit regions, so 0 functions can be used"")

*   **As a user, I want a timely response from Customer Care when I need assistance so that my issues can be resolved.** (Addresses ""No reply from Customer Care.."")"
I don't know why the my band gets disconnects automatically. And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated ,Huawei Health,problem_report,"As a user, I want my band to maintain a stable connection and the ability to reply to notifications on my Honor Band ES, so that I can have a reliable and more interactive experience.
"
"Streamline Activity Monitoring ... But The Connect is a well organised activity monitoring app, with encouraging reports. But I have one question: Why the app cannot display anything including a map in landscape mode?",Garmin Connect,feature_request,"As a user, I want the app to display activity monitoring data, including maps, in landscape mode so that I can view the information more easily and intuitively.
"
"I don't want to use this app so I uninstalled it a few days ago and turned off the auto-update feature, but I just found it reinstalling itself. Not impressed.",Samsung Health,problem_report,"As a user, I want the app to not automatically reinstall after I've uninstalled it and disabled auto-updates, so that I have full control over the software on my device.
"
My step counter stopped counting steps. I even went to the play store and uninstalled it and reinstalled it and it continues to not count the steps....,Samsung Health,problem_report,"As a user, I want the step counter to accurately track my steps, even after reinstalling the app, so that I can reliably monitor my activity.
"
"Loved this app but not giving it permission to MAKE and MANAGE calls on my phone. If it’s not to make and manage, then you need to edit the way it is worded when you want me to agree.",Samsung Health,feature_request,"As a user, I want a clearer explanation of why the app needs permission to make and manage phone calls, or for the app to not require this permission if it's not essential for its core functionality, so that I can feel confident about the app's privacy practices and be willing to grant the necessary permissions.
"
For some reason it only loaded the first time I used it then I couldn't get on after that. I did an update and it loaded up again the first time but now when I open the app it won't get past the green start screen.,Samsung Health,problem_report,"As a user, I want the app to consistently load and function after initial use and subsequent updates so that I can reliably access its features.
"
